,age,degree,gender,FY,race,tot_doll
1457,Early,MD-PhD,Female,2010,Black or African-American,940907.87
1458,Mid,MD-PhD,Female,2010,Black or African-American,1978836.41
1459,Early,Other,Female,2010,Black or African-American,739968.74
1460,Early,PhD,Female,2010,Black or African-American,20146475.64
1461,Late,PhD,Female,2010,Black or African-American,3331015.83
1462,Mid,PhD,Female,2010,Black or African-American,13396326.469999999
1463,Early,MD,Male,2010,Black or African-American,7964835.4
1464,Late,MD,Male,2010,Black or African-American,1767570.3
1465,Mid,MD,Male,2010,Black or African-American,23080091.38
1466,Early,MD-PhD,Male,2010,Black or African-American,6974634.390000001
1467,Late,MD-PhD,Male,2010,Black or African-American,13532831.53
1468,Mid,MD-PhD,Male,2010,Black or African-American,13548702.98
1469,Early,Other,Male,2010,Black or African-American,789324.98
1470,Mid,Other,Male,2010,Black or African-American,22796.05
1471,Early,PhD,Male,2010,Black or African-American,20529304.11
1472,Late,PhD,Male,2010,Black or African-American,6293729.33
1473,Mid,PhD,Male,2010,Black or African-American,18661016.06
1474,Early,MD,Female,2011,Black or African-American,6076155.88
1475,Late,MD,Female,2011,Black or African-American,425503.75
1476,Mid,MD,Female,2011,Black or African-American,7692067.34
1477,Early,MD-PhD,Female,2011,Black or African-American,975356.79
1478,Mid,MD-PhD,Female,2011,Black or African-American,2347318.11
1479,Early,Other,Female,2011,Black or African-American,377281.37
1480,Mid,Other,Female,2011,Black or African-American,45779.4
1481,Early,PhD,Female,2011,Black or African-American,18912492.5
1482,Late,PhD,Female,2011,Black or African-American,3849005.7
1483,Mid,PhD,Female,2011,Black or African-American,11478789.65
1484,Early,MD,Male,2011,Black or African-American,8252724.67
1485,Late,MD,Male,2011,Black or African-American,4414201.35
1486,Mid,MD,Male,2011,Black or African-American,18028872.830000002
1487,Early,MD-PhD,Male,2011,Black or African-American,3501061.11
1488,Late,MD-PhD,Male,2011,Black or African-American,14622103.149999999
1489,Mid,MD-PhD,Male,2011,Black or African-American,9580467.7
1490,Early,Other,Male,2011,Black or African-American,545158.23
1491,Early,PhD,Male,2011,Black or African-American,14811735.34
1492,Late,PhD,Male,2011,Black or African-American,4970859.46
1493,Mid,PhD,Male,2011,Black or African-American,21039157.71
1494,Early,MD,Female,2012,Black or African-American,6892965.11
1495,Late,MD,Female,2012,Black or African-American,1774161.09
1496,Mid,MD,Female,2012,Black or African-American,6427769.350000001
1497,Early,MD-PhD,Female,2012,Black or African-American,287742.57
1498,Mid,MD-PhD,Female,2012,Black or African-American,2952813.48
1499,Early,PhD,Female,2012,Black or African-American,18965845.09
1500,Late,PhD,Female,2012,Black or African-American,5570110.01
1501,Mid,PhD,Female,2012,Black or African-American,16053533.6
1502,Early,MD,Male,2012,Black or African-American,5825017.22
1503,Late,MD,Male,2012,Black or African-American,3380511.87
1504,Mid,MD,Male,2012,Black or African-American,18645861.03
1505,Early,MD-PhD,Male,2012,Black or African-American,6130185.09
1506,Late,MD-PhD,Male,2012,Black or African-American,10157770.09
1507,Mid,MD-PhD,Male,2012,Black or African-American,9822192.93
1508,Early,Other,Male,2012,Black or African-American,391743.23
1509,Mid,Other,Male,2012,Black or African-American,411414.98000000004
1510,Early,PhD,Male,2012,Black or African-American,17576015.23
1511,Late,PhD,Male,2012,Black or African-American,6445539.0600000005
1512,Mid,PhD,Male,2012,Black or African-American,20920158.39
1513,Early,MD,Female,2013,Black or African-American,6818386.5
1514,Late,MD,Female,2013,Black or African-American,1659577.37
1515,Mid,MD,Female,2013,Black or African-American,8945615.129999999
1516,Early,MD-PhD,Female,2013,Black or African-American,321987.21
1517,Mid,MD-PhD,Female,2013,Black or African-American,2749580.72
1518,Early,Other,Female,2013,Black or African-American,73113.16
1519,Early,PhD,Female,2013,Black or African-American,13486378.41
1520,Late,PhD,Female,2013,Black or African-American,3914152.61
1521,Mid,PhD,Female,2013,Black or African-American,17268286.599999998
1522,Early,MD,Male,2013,Black or African-American,5410307.26
1523,Late,MD,Male,2013,Black or African-American,3920220.88
1524,Mid,MD,Male,2013,Black or African-American,19987450.47
1525,Early,MD-PhD,Male,2013,Black or African-American,6919679.23
1526,Late,MD-PhD,Male,2013,Black or African-American,17152443.77
1527,Mid,MD-PhD,Male,2013,Black or African-American,9022816.02
1528,Mid,Other,Male,2013,Black or African-American,448273.36
1529,Early,PhD,Male,2013,Black or African-American,18126282.48
1530,Late,PhD,Male,2013,Black or African-American,4541940.01
1531,Mid,PhD,Male,2013,Black or African-American,20881153.11
1532,Early,MD,Female,2014,Black or African-American,5813649.52
1533,Late,MD,Female,2014,Black or African-American,2674919.38
1534,Mid,MD,Female,2014,Black or African-American,7707985.8
1535,Early,MD-PhD,Female,2014,Black or African-American,422539.41000000003
1536,Late,MD-PhD,Female,2014,Black or African-American,2329693.52
1537,Mid,MD-PhD,Female,2014,Black or African-American,720985.4199999999
1538,Early,Other,Female,2014,Black or African-American,143789.25
1539,Early,PhD,Female,2014,Black or African-American,16562401.59
1540,Late,PhD,Female,2014,Black or African-American,6015865.29
1541,Mid,PhD,Female,2014,Black or African-American,17868972.04
1542,Early,MD,Male,2014,Black or African-American,5487124.850000001
1543,Late,MD,Male,2014,Black or African-American,3792424.3
1544,Mid,MD,Male,2014,Black or African-American,18543931.2
1545,Early,MD-PhD,Male,2014,Black or African-American,5707691.04
1546,Late,MD-PhD,Male,2014,Black or African-American,10582351.84
1547,Mid,MD-PhD,Male,2014,Black or African-American,13850936.04
1548,Early,Other,Male,2014,Black or African-American,732166.39
1549,Mid,Other,Male,2014,Black or African-American,183198.89
1550,Early,PhD,Male,2014,Black or African-American,22418861.66
1551,Late,PhD,Male,2014,Black or African-American,4679893.97
1552,Mid,PhD,Male,2014,Black or African-American,20500848.19
1553,Early,MD,Female,2015,Black or African-American,6033922.99
1554,Late,MD,Female,2015,Black or African-American,4558712.5
1555,Mid,MD,Female,2015,Black or African-American,7943508.08
1556,Early,MD-PhD,Female,2015,Black or African-American,394066.41000000003
1557,Late,MD-PhD,Female,2015,Black or African-American,2303361.83
1558,Mid,MD-PhD,Female,2015,Black or African-American,751138.12
1559,Early,Other,Female,2015,Black or African-American,40725.12
1560,Early,PhD,Female,2015,Black or African-American,14559152.57
1561,Late,PhD,Female,2015,Black or African-American,5592109.14
1562,Mid,PhD,Female,2015,Black or African-American,15463665.42
1563,Early,MD,Male,2015,Black or African-American,3159667.3899999997
1564,Late,MD,Male,2015,Black or African-American,3839097.67
1565,Mid,MD,Male,2015,Black or African-American,18666996.07
1566,Early,MD-PhD,Male,2015,Black or African-American,5964425.34
1567,Late,MD-PhD,Male,2015,Black or African-American,4772478.48
1568,Mid,MD-PhD,Male,2015,Black or African-American,10540065.05
1569,Early,Other,Male,2015,Black or African-American,292007.84
1570,Mid,Other,Male,2015,Black or African-American,165712.56
1571,Early,PhD,Male,2015,Black or African-American,24648417.71
1572,Late,PhD,Male,2015,Black or African-American,3512175.36
1573,Mid,PhD,Male,2015,Black or African-American,21136593.97
1574,Early,MD,Female,2016,Black or African-American,8929544.49
1575,Late,MD,Female,2016,Black or African-American,5398690.58
1576,Mid,MD,Female,2016,Black or African-American,5662569.18
1577,Early,MD-PhD,Female,2016,Black or African-American,860628.05
1578,Late,MD-PhD,Female,2016,Black or African-American,2615584.84
1579,Mid,MD-PhD,Female,2016,Black or African-American,164758.46
1580,Early,Other,Female,2016,Black or African-American,516055.95999999996
1581,Mid,Other,Female,2016,Black or African-American,397852.0
1582,Early,PhD,Female,2016,Black or African-American,16256264.629999999
1583,Late,PhD,Female,2016,Black or African-American,5685695.63
1584,Mid,PhD,Female,2016,Black or African-American,31048825.14
1585,Early,MD,Male,2016,Black or African-American,3868164.16
1586,Late,MD,Male,2016,Black or African-American,1264403.32
1587,Mid,MD,Male,2016,Black or African-American,16742180.97
1588,Early,MD-PhD,Male,2016,Black or African-American,5008251.44
1589,Late,MD-PhD,Male,2016,Black or African-American,12968807.67
1590,Mid,MD-PhD,Male,2016,Black or African-American,12136083.74
1591,Early,Other,Male,2016,Black or African-American,156360.53
1592,Early,PhD,Male,2016,Black or African-American,23043673.92
1593,Late,PhD,Male,2016,Black or African-American,5600695.0
1594,Mid,PhD,Male,2016,Black or African-American,23266139.17
1595,Early,MD,Female,2017,Black or African-American,10660973.16
1596,Late,MD,Female,2017,Black or African-American,4783207.279999999
1597,Mid,MD,Female,2017,Black or African-American,8242946.94
1598,Early,MD-PhD,Female,2017,Black or African-American,1186876.22
1599,Late,MD-PhD,Female,2017,Black or African-American,2304670.66
1600,Early,Other,Female,2017,Black or African-American,114823.91
1601,Late,Other,Female,2017,Black or African-American,94922.38
1602,Mid,Other,Female,2017,Black or African-American,257942.21000000002
1603,Early,PhD,Female,2017,Black or African-American,21565395.28
1604,Late,PhD,Female,2017,Black or African-American,5279635.89
1605,Mid,PhD,Female,2017,Black or African-American,13002200.86
1606,Early,MD,Male,2017,Black or African-American,3510853.93
1607,Late,MD,Male,2017,Black or African-American,5224964.15
1608,Mid,MD,Male,2017,Black or African-American,15597626.65
1609,Early,MD-PhD,Male,2017,Black or African-American,8219990.78
1610,Late,MD-PhD,Male,2017,Black or African-American,12728735.32
1611,Mid,MD-PhD,Male,2017,Black or African-American,13389049.04
1612,Early,Other,Male,2017,Black or African-American,162230.15
1613,Mid,Other,Male,2017,Black or African-American,178971.41
1614,Early,PhD,Male,2017,Black or African-American,28043803.48
1615,Late,PhD,Male,2017,Black or African-American,6423094.18
1616,Mid,PhD,Male,2017,Black or African-American,22228257.89
1617,Early,MD,Female,2018,Black or African-American,11021596.61
1618,Late,MD,Female,2018,Black or African-American,4551496.09
1619,Mid,MD,Female,2018,Black or African-American,10565136.87
1620,Early,MD-PhD,Female,2018,Black or African-American,408963.54
1621,Late,MD-PhD,Female,2018,Black or African-American,1599509.46
1622,Mid,MD-PhD,Female,2018,Black or African-American,405906.22
1623,Early,Other,Female,2018,Black or African-American,157229.16999999998
1624,Late,Other,Female,2018,Black or African-American,85071.82
1625,Early,PhD,Female,2018,Black or African-American,25929257.22
1626,Late,PhD,Female,2018,Black or African-American,6800207.51
1627,Mid,PhD,Female,2018,Black or African-American,22865379.71
1628,Early,MD,Male,2018,Black or African-American,4627462.95
1629,Late,MD,Male,2018,Black or African-American,6590934.21
1630,Mid,MD,Male,2018,Black or African-American,22115119.69
1631,Early,MD-PhD,Male,2018,Black or African-American,5798137.51
1632,Late,MD-PhD,Male,2018,Black or African-American,9599115.959999999
1633,Mid,MD-PhD,Male,2018,Black or African-American,16368455.56
1634,Early,Other,Male,2018,Black or African-American,116156.58
1635,Mid,Other,Male,2018,Black or African-American,160778.69
1636,Early,PhD,Male,2018,Black or African-American,33111008.32
1637,Late,PhD,Male,2018,Black or African-American,8522421.87
1638,Mid,PhD,Male,2018,Black or African-American,20483085.43
1639,Early,MD,Female,2019,Black or African-American,7401250.54
1640,Late,MD,Female,2019,Black or African-American,7335176.359999999
1641,Mid,MD,Female,2019,Black or African-American,12336916.41
1642,Early,MD-PhD,Female,2019,Black or African-American,1686465.2599999998
1643,Late,MD-PhD,Female,2019,Black or African-American,1240551.7
1644,Mid,MD-PhD,Female,2019,Black or African-American,1530407.6400000001
1645,Early,Other,Female,2019,Black or African-American,667305.33
1646,Early,PhD,Female,2019,Black or African-American,30670928.8
1647,Late,PhD,Female,2019,Black or African-American,15142560.389999999
1648,Mid,PhD,Female,2019,Black or African-American,20623535.77
1649,Early,MD,Male,2019,Black or African-American,12888895.620000001
1650,Late,MD,Male,2019,Black or African-American,8049798.35
1651,Mid,MD,Male,2019,Black or African-American,18839874.11
1652,Early,MD-PhD,Male,2019,Black or African-American,9382503.11
1653,Late,MD-PhD,Male,2019,Black or African-American,8054623.74
1654,Mid,MD-PhD,Male,2019,Black or African-American,17821201.1
1655,Early,Other,Male,2019,Black or African-American,194044.94999999998
1656,Mid,Other,Male,2019,Black or African-American,282594.93
1657,Early,PhD,Male,2019,Black or African-American,37191785.99
1658,Late,PhD,Male,2019,Black or African-American,9541176.01
1659,Mid,PhD,Male,2019,Black or African-American,25181801.33
1660,Early,MD,Female,2020,Black or African-American,12015124.22
1661,Late,MD,Female,2020,Black or African-American,8764726.73
1662,Mid,MD,Female,2020,Black or African-American,21416273.59
1663,Early,MD-PhD,Female,2020,Black or African-American,2760097.5999999996
1664,Late,MD-PhD,Female,2020,Black or African-American,1048081.75
1665,Mid,MD-PhD,Female,2020,Black or African-American,1824089.54
1666,Early,Other,Female,2020,Black or African-American,728922.94
1667,Mid,Other,Female,2020,Black or African-American,246086.17
1668,Early,PhD,Female,2020,Black or African-American,38801904.8
1669,Late,PhD,Female,2020,Black or African-American,8204576.54
1670,Mid,PhD,Female,2020,Black or African-American,33016365.19
1671,Early,MD,Male,2020,Black or African-American,6367610.96
1672,Late,MD,Male,2020,Black or African-American,10640542.79
1673,Mid,MD,Male,2020,Black or African-American,23117354.8
1674,Early,MD-PhD,Male,2020,Black or African-American,7167807.5600000005
1675,Late,MD-PhD,Male,2020,Black or African-American,7015479.100000001
1676,Mid,MD-PhD,Male,2020,Black or African-American,20419572.88
1677,Early,Other,Male,2020,Black or African-American,454792.69
1678,Mid,Other,Male,2020,Black or African-American,268836.93
1679,Early,PhD,Male,2020,Black or African-American,45753751.81
1680,Late,PhD,Male,2020,Black or African-American,12834142.77
1681,Mid,PhD,Male,2020,Black or African-American,31728737.51
1682,Early,PhD,Female,1985,More than One Race,150328.07
1683,Mid,PhD,Female,1985,More than One Race,351357.43
1684,Early,MD,Male,1985,More than One Race,806819.02
1685,Mid,MD,Male,1985,More than One Race,3011945.7
1686,Early,MD-PhD,Male,1985,More than One Race,3157859.6
1687,Early,PhD,Male,1985,More than One Race,4060662.22
1688,Late,PhD,Male,1985,More than One Race,2938023.44
1689,Mid,PhD,Male,1985,More than One Race,3156662.06
1690,Early,PhD,Female,1986,More than One Race,1040329.4
1691,Mid,PhD,Female,1986,More than One Race,976766.6499999999
1692,Early,MD,Male,1986,More than One Race,1084639.25
1693,Mid,MD,Male,1986,More than One Race,3289870.2199999997
1694,Early,MD-PhD,Male,1986,More than One Race,2633831.48
1695,Early,PhD,Male,1986,More than One Race,5161649.24
1696,Late,PhD,Male,1986,More than One Race,2797185.4099999997
1697,Mid,PhD,Male,1986,More than One Race,3720560.08
1698,Early,PhD,Female,1987,More than One Race,1025042.31
1699,Mid,PhD,Female,1987,More than One Race,488697.49
1700,Early,MD,Male,1987,More than One Race,1672199.5499999998
1701,Mid,MD,Male,1987,More than One Race,3898228.05
1702,Early,MD-PhD,Male,1987,More than One Race,1225820.3800000001
1703,Mid,MD-PhD,Male,1987,More than One Race,826515.61
1704,Early,PhD,Male,1987,More than One Race,5125790.23
1705,Late,PhD,Male,1987,More than One Race,2451551.5100000002
1706,Mid,PhD,Male,1987,More than One Race,4595289.7700000005
1707,Early,PhD,Female,1988,More than One Race,1487536.3199999998
1708,Mid,PhD,Female,1988,More than One Race,705889.49
1709,Early,MD,Male,1988,More than One Race,2900864.27
1710,Mid,MD,Male,1988,More than One Race,4021068.17
1711,Early,MD-PhD,Male,1988,More than One Race,501907.01
1712,Mid,MD-PhD,Male,1988,More than One Race,2391089.02
1713,Early,PhD,Male,1988,More than One Race,4285669.13
1714,Late,PhD,Male,1988,More than One Race,3014882.71
1715,Mid,PhD,Male,1988,More than One Race,5662134.18
1716,Early,PhD,Female,1989,More than One Race,1078217.8900000001
1717,Mid,PhD,Female,1989,More than One Race,798334.66
1718,Early,MD,Male,1989,More than One Race,2867305.95
1719,Late,MD,Male,1989,More than One Race,615154.66
1720,Mid,MD,Male,1989,More than One Race,3545333.6100000003
1721,Early,MD-PhD,Male,1989,More than One Race,1091094.81
1722,Mid,MD-PhD,Male,1989,More than One Race,3976013.0200000005
1723,Early,PhD,Male,1989,More than One Race,4016387.24
1724,Late,PhD,Male,1989,More than One Race,2856753.7199999997
1725,Mid,PhD,Male,1989,More than One Race,5420989.64
1726,Early,MD-PhD,Female,1990,More than One Race,275479.73
1727,Early,PhD,Female,1990,More than One Race,1358060.71
1728,Mid,PhD,Female,1990,More than One Race,502761.69
1729,Early,MD,Male,1990,More than One Race,1959286.94
1730,Late,MD,Male,1990,More than One Race,538614.62
1731,Mid,MD,Male,1990,More than One Race,5118564.31
1732,Early,MD-PhD,Male,1990,More than One Race,25680.92
1733,Mid,MD-PhD,Male,1990,More than One Race,7586805.119999999
1734,Early,PhD,Male,1990,More than One Race,4389697.27
1735,Late,PhD,Male,1990,More than One Race,2758332.1500000004
1736,Mid,PhD,Male,1990,More than One Race,5283521.390000001
1737,Early,MD-PhD,Female,1991,More than One Race,252172.19
1738,Early,PhD,Female,1991,More than One Race,2616387.02
1739,Mid,PhD,Female,1991,More than One Race,457719.28
1740,Early,MD,Male,1991,More than One Race,2312788.5500000003
1741,Late,MD,Male,1991,More than One Race,512864.34
1742,Mid,MD,Male,1991,More than One Race,3333600.5
1743,Early,MD-PhD,Male,1991,More than One Race,189514.11000000002
1744,Mid,MD-PhD,Male,1991,More than One Race,7688088.42
1745,Early,PhD,Male,1991,More than One Race,5610639.66
1746,Late,PhD,Male,1991,More than One Race,3016560.65
1747,Mid,PhD,Male,1991,More than One Race,8617697.04
1748,Early,MD-PhD,Female,1992,More than One Race,259246.07
1749,Early,PhD,Female,1992,More than One Race,3596402.93
1750,Mid,PhD,Female,1992,More than One Race,453521.4
1751,Early,MD,Male,1992,More than One Race,2410604.98
1752,Late,MD,Male,1992,More than One Race,592006.85
1753,Mid,MD,Male,1992,More than One Race,3681535.43
1754,Early,MD-PhD,Male,1992,More than One Race,753585.63
1755,Mid,MD-PhD,Male,1992,More than One Race,5689638.88
1756,Early,PhD,Male,1992,More than One Race,7670680.8
1757,Late,PhD,Male,1992,More than One Race,2864054.0999999996
1758,Mid,PhD,Male,1992,More than One Race,9215424.77
1759,Early,MD-PhD,Female,1993,More than One Race,254203.2
1760,Early,PhD,Female,1993,More than One Race,5502349.87
1761,Mid,PhD,Female,1993,More than One Race,447141.6
1762,Early,MD,Male,1993,More than One Race,1311444.29
1763,Late,MD,Male,1993,More than One Race,3383537.05
1764,Mid,MD,Male,1993,More than One Race,3053177.04
1765,Early,MD-PhD,Male,1993,More than One Race,560787.13
1766,Mid,MD-PhD,Male,1993,More than One Race,6835650.59
1767,Early,PhD,Male,1993,More than One Race,6254769.44
1768,Late,PhD,Male,1993,More than One Race,2621200.42
1769,Mid,PhD,Male,1993,More than One Race,10117767.549999999
1770,Early,MD,Female,1994,More than One Race,472189.44
1771,Early,MD-PhD,Female,1994,More than One Race,654447.37
1772,Early,PhD,Female,1994,More than One Race,5236874.08
1773,Mid,PhD,Female,1994,More than One Race,426956.1
1774,Early,MD,Male,1994,More than One Race,1511176.95
1775,Late,MD,Male,1994,More than One Race,3804438.13
1776,Mid,MD,Male,1994,More than One Race,3284881.31
1777,Early,MD-PhD,Male,1994,More than One Race,471131.88
1778,Mid,MD-PhD,Male,1994,More than One Race,5804977.78
1779,Mid,Other,Male,1994,More than One Race,336401.13
1780,Early,PhD,Male,1994,More than One Race,5869388.09
1781,Late,PhD,Male,1994,More than One Race,2526401.89
1782,Mid,PhD,Male,1994,More than One Race,11907937.59
1783,Early,MD-PhD,Female,1995,More than One Race,738200.8
1784,Early,PhD,Female,1995,More than One Race,6818729.72
1785,Early,MD,Male,1995,More than One Race,2976459.06
1786,Late,MD,Male,1995,More than One Race,3640759.91
1787,Mid,MD,Male,1995,More than One Race,2737504.54
1788,Early,MD-PhD,Male,1995,More than One Race,529282.99
1789,Mid,MD-PhD,Male,1995,More than One Race,4750764.85
1790,Early,PhD,Male,1995,More than One Race,7957789.88
1791,Late,PhD,Male,1995,More than One Race,2452437.23
1792,Mid,PhD,Male,1995,More than One Race,11580933.35
1793,Early,MD,Female,1996,More than One Race,1079767.79
1794,Early,MD-PhD,Female,1996,More than One Race,447908.62
1795,Mid,MD-PhD,Female,1996,More than One Race,421006.96
1796,Early,PhD,Female,1996,More than One Race,5866205.05
1797,Late,PhD,Female,1996,More than One Race,823236.05
1798,Mid,PhD,Female,1996,More than One Race,1874241.63
1799,Early,MD,Male,1996,More than One Race,3416120.81
1800,Late,MD,Male,1996,More than One Race,3950472.6000000006
1801,Mid,MD,Male,1996,More than One Race,2716251.59
1802,Early,MD-PhD,Male,1996,More than One Race,502781.91
1803,Mid,MD-PhD,Male,1996,More than One Race,4457621.55
1804,Early,PhD,Male,1996,More than One Race,10154449.4
1805,Late,PhD,Male,1996,More than One Race,4959402.859999999
1806,Mid,PhD,Male,1996,More than One Race,9787681.64
1807,Early,MD,Female,1997,More than One Race,1299541.43
1808,Early,MD-PhD,Female,1997,More than One Race,960867.57
1809,Mid,MD-PhD,Female,1997,More than One Race,476127.11
1810,Early,PhD,Female,1997,More than One Race,5169487.95
1811,Late,PhD,Female,1997,More than One Race,687231.5
1812,Mid,PhD,Female,1997,More than One Race,1769763.73
1813,Early,MD,Male,1997,More than One Race,4118791.24
1814,Late,MD,Male,1997,More than One Race,3998944.5
1815,Mid,MD,Male,1997,More than One Race,2185367.92
1816,Early,MD-PhD,Male,1997,More than One Race,663195.8400000001
1817,Mid,MD-PhD,Male,1997,More than One Race,3543217.2399999998
1818,Early,PhD,Male,1997,More than One Race,9703476.64
1819,Late,PhD,Male,1997,More than One Race,5317150.77
1820,Mid,PhD,Male,1997,More than One Race,9467908.61
1821,Early,MD,Female,1998,More than One Race,1465625.81
1822,Early,MD-PhD,Female,1998,More than One Race,998234.31
1823,Early,PhD,Female,1998,More than One Race,6777104.2
1824,Late,PhD,Female,1998,More than One Race,730280.82
1825,Mid,PhD,Female,1998,More than One Race,3155971.36
1826,Early,MD,Male,1998,More than One Race,5482918.03
1827,Late,MD,Male,1998,More than One Race,1753789.3599999999
1828,Mid,MD,Male,1998,More than One Race,2406737.19
1829,Early,MD-PhD,Male,1998,More than One Race,307253.0
1830,Mid,MD-PhD,Male,1998,More than One Race,4446008.84
1831,Early,PhD,Male,1998,More than One Race,10877908.61
1832,Late,PhD,Male,1998,More than One Race,7030217.5600000005
1833,Mid,PhD,Male,1998,More than One Race,7300151.23
1834,Early,MD,Female,1999,More than One Race,1918668.0699999998
1835,Early,MD-PhD,Female,1999,More than One Race,713581.9199999999
1836,Mid,MD-PhD,Female,1999,More than One Race,920888.17
1837,Early,PhD,Female,1999,More than One Race,6773448.05
1838,Late,PhD,Female,1999,More than One Race,379125.24
1839,Mid,PhD,Female,1999,More than One Race,4331996.01
1840,Early,MD,Male,1999,More than One Race,6041760.15
1841,Late,MD,Male,1999,More than One Race,2183919.65
1842,Mid,MD,Male,1999,More than One Race,1745865.88
1843,Early,MD-PhD,Male,1999,More than One Race,1363807.31
1844,Mid,MD-PhD,Male,1999,More than One Race,4809229.44
1845,Early,PhD,Male,1999,More than One Race,11525118.91
1846,Late,PhD,Male,1999,More than One Race,7469496.92
1847,Mid,PhD,Male,1999,More than One Race,6708070.9399999995
1848,Early,MD,Female,2000,More than One Race,1985469.5999999999
1849,Early,MD-PhD,Female,2000,More than One Race,249205.41
1850,Mid,MD-PhD,Female,2000,More than One Race,918505.3200000001
1851,Early,PhD,Female,2000,More than One Race,7182091.42
1852,Late,PhD,Female,2000,More than One Race,354119.7
1853,Mid,PhD,Female,2000,More than One Race,11896975.59
1854,Early,MD,Male,2000,More than One Race,5826856.7700000005
1855,Late,MD,Male,2000,More than One Race,2189631.85
1856,Mid,MD,Male,2000,More than One Race,2975053.24
1857,Early,MD-PhD,Male,2000,More than One Race,2157435.5100000002
1858,Late,MD-PhD,Male,2000,More than One Race,596095.83
1859,Mid,MD-PhD,Male,2000,More than One Race,3899880.04
1860,Early,Other,Male,2000,More than One Race,74404.6
1861,Early,PhD,Male,2000,More than One Race,14348232.79
1862,Late,PhD,Male,2000,More than One Race,7411553.53
1863,Mid,PhD,Male,2000,More than One Race,7736315.26
1864,Early,MD,Female,2001,More than One Race,1595058.29
1865,Mid,MD,Female,2001,More than One Race,639411.18
1866,Early,MD-PhD,Female,2001,More than One Race,246206.92
1867,Mid,MD-PhD,Female,2001,More than One Race,908297.81
1868,Early,PhD,Female,2001,More than One Race,7290353.890000001
1869,Mid,PhD,Female,2001,More than One Race,11375940.22
1870,Early,MD,Male,2001,More than One Race,7243301.4
1871,Late,MD,Male,2001,More than One Race,2738495.51
1872,Mid,MD,Male,2001,More than One Race,3137859.99
1873,Early,MD-PhD,Male,2001,More than One Race,5422334.76
1874,Late,MD-PhD,Male,2001,More than One Race,1562474.66
1875,Mid,MD-PhD,Male,2001,More than One Race,2602074.95
1876,Early,Other,Male,2001,More than One Race,73015.53
1877,Early,PhD,Male,2001,More than One Race,17876094.68
1878,Late,PhD,Male,2001,More than One Race,7651558.0
1879,Mid,PhD,Male,2001,More than One Race,9530472.64
1880,Early,MD,Female,2002,More than One Race,3546661.01
1881,Mid,MD,Female,2002,More than One Race,611251.19
1882,Mid,MD-PhD,Female,2002,More than One Race,991725.17
1883,Early,PhD,Female,2002,More than One Race,7592121.89
1884,Late,PhD,Female,2002,More than One Race,1837736.3399999999
1885,Mid,PhD,Female,2002,More than One Race,9242742.97
1886,Early,MD,Male,2002,More than One Race,7950383.74
1887,Late,MD,Male,2002,More than One Race,2916927.46
1888,Mid,MD,Male,2002,More than One Race,8842808.9
1889,Early,MD-PhD,Male,2002,More than One Race,7712432.640000001
1890,Late,MD-PhD,Male,2002,More than One Race,2047904.34
1891,Mid,MD-PhD,Male,2002,More than One Race,2193970.9099999997
1892,Early,PhD,Male,2002,More than One Race,21046980.31
1893,Late,PhD,Male,2002,More than One Race,8325955.97
1894,Mid,PhD,Male,2002,More than One Race,10038001.52
1895,Early,MD,Female,2003,More than One Race,3354791.48
1896,Mid,MD,Female,2003,More than One Race,1077118.91
1897,Mid,MD-PhD,Female,2003,More than One Race,430481.74
1898,Early,PhD,Female,2003,More than One Race,9969441.4
1899,Late,PhD,Female,2003,More than One Race,48024.73
1900,Mid,PhD,Female,2003,More than One Race,9421414.49
1901,Early,MD,Male,2003,More than One Race,5142783.96
1902,Late,MD,Male,2003,More than One Race,4067349.1500000004
1903,Mid,MD,Male,2003,More than One Race,10138709.01
1904,Early,MD-PhD,Male,2003,More than One Race,8312916.13
1905,Late,MD-PhD,Male,2003,More than One Race,2122744.8600000003
1906,Mid,MD-PhD,Male,2003,More than One Race,3542486.25
1907,Early,PhD,Male,2003,More than One Race,22024535.25
1908,Late,PhD,Male,2003,More than One Race,7373083.04
1909,Mid,PhD,Male,2003,More than One Race,13130397.8
1910,Early,MD,Female,2004,More than One Race,3179879.19
1911,Mid,MD,Female,2004,More than One Race,3185899.26
1912,Mid,MD-PhD,Female,2004,More than One Race,415019.67
1913,Early,Other,Female,2004,More than One Race,102614.75
1914,Early,PhD,Female,2004,More than One Race,12288992.35
1915,Late,PhD,Female,2004,More than One Race,1043037.16
1916,Mid,PhD,Female,2004,More than One Race,11966713.64
1917,Early,MD,Male,2004,More than One Race,6414243.0
1918,Late,MD,Male,2004,More than One Race,2195438.85
1919,Mid,MD,Male,2004,More than One Race,16320415.89
1920,Early,MD-PhD,Male,2004,More than One Race,5464460.62
1921,Late,MD-PhD,Male,2004,More than One Race,6817029.4799999995
1922,Mid,MD-PhD,Male,2004,More than One Race,4757267.1
1923,Early,PhD,Male,2004,More than One Race,24749416.7
1924,Late,PhD,Male,2004,More than One Race,6563476.77
1925,Mid,PhD,Male,2004,More than One Race,16471850.950000001
1926,Early,MD,Female,2005,More than One Race,2603490.02
1927,Mid,MD,Female,2005,More than One Race,4530525.95
1928,Mid,MD-PhD,Female,2005,More than One Race,672930.51
1929,Early,Other,Female,2005,More than One Race,98772.08
1930,Early,PhD,Female,2005,More than One Race,11817278.68
1931,Late,PhD,Female,2005,More than One Race,2268718.5300000003
