,INSTITUTION TYPE,FUNDING MECHANISM,YEAR,CODE,FUNDING
5268,Domestic Higher Education,Training - Individual,2017.0,TX,40776.72638753652
5269,Domestic Higher Education,Training - Institutional,2017.0,TX,251586.6454689984
5270,Domestic Higher Education,Other,2018.0,TX,2930573.12
5271,Domestic Higher Education,Other Research-Related,2018.0,TX,240263.56554307116
5272,None,Other Research-Related,2018.0,TX,107205.15
5273,Research Institutes,Other Research-Related,2018.0,TX,200308.16666666666
5274,Domestic Higher Education,RPGs - Non SBIR/STTR,2018.0,TX,430515.48443469073
5275,Independent Hospitals,RPGs - Non SBIR/STTR,2018.0,TX,223036.0
5276,None,RPGs - Non SBIR/STTR,2018.0,TX,228715.21875
5277,Research Institutes,RPGs - Non SBIR/STTR,2018.0,TX,529918.6579520698
5278,None,RPGs - SBIR/STTR,2018.0,TX,423677.60132890363
5279,Research Institutes,RPGs - SBIR/STTR,2018.0,TX,226166.0
5280,Domestic Higher Education,Research Centers,2018.0,TX,1310567.3361702128
5281,None,Research Centers,2018.0,TX,3423808.0
5282,Research Institutes,Research Centers,2018.0,TX,2571011.0
5283,Domestic Higher Education,Training - Individual,2018.0,TX,44650.22072072072
5284,Domestic Higher Education,Training - Institutional,2018.0,TX,301737.1739864865
5285,Domestic Higher Education,Other,2019.0,TX,7044170.411764706
5286,Domestic Higher Education,Other Research-Related,2019.0,TX,266891.78601066984
5287,None,Other Research-Related,2019.0,TX,118902.5
5288,Research Institutes,Other Research-Related,2019.0,TX,197215.4090909091
5289,Domestic Higher Education,RPGs - Non SBIR/STTR,2019.0,TX,464083.1581330003
5290,None,RPGs - Non SBIR/STTR,2019.0,TX,366881.9871794872
5291,Research Institutes,RPGs - Non SBIR/STTR,2019.0,TX,476236.6842105263
5292,None,RPGs - SBIR/STTR,2019.0,TX,430401.0695443645
5293,Research Institutes,RPGs - SBIR/STTR,2019.0,TX,593570.1764705882
5294,Domestic Higher Education,Research Centers,2019.0,TX,1410983.572222222
5295,None,Research Centers,2019.0,TX,3640125.0
5296,Research Institutes,Research Centers,2019.0,TX,2190361.1578947366
5297,Domestic Higher Education,Training - Individual,2019.0,TX,43037.22525918944
5298,Domestic Higher Education,Training - Institutional,2019.0,TX,304957.9263913824
5299,Domestic Higher Education,Other,2020.0,TX,8830481.707317073
5300,Domestic Higher Education,Other Research-Related,2020.0,TX,287607.4692913386
5301,None,Other Research-Related,2020.0,TX,334556.52
5302,Research Institutes,Other Research-Related,2020.0,TX,248083.85714285713
5303,Domestic Higher Education,RPGs - Non SBIR/STTR,2020.0,TX,470680.26290974405
5304,None,RPGs - Non SBIR/STTR,2020.0,TX,346711.3125
5305,Research Institutes,RPGs - Non SBIR/STTR,2020.0,TX,563027.4837398374
5306,None,RPGs - SBIR/STTR,2020.0,TX,528120.2603550296
5307,Research Institutes,RPGs - SBIR/STTR,2020.0,TX,719576.6
5308,Domestic Higher Education,Research Centers,2020.0,TX,1453226.2459970887
5309,None,Research Centers,2020.0,TX,2189561.5
5310,Research Institutes,Research Centers,2020.0,TX,1909818.7307692308
5311,Domestic Higher Education,Training - Individual,2020.0,TX,42617.4094488189
5312,Research Institutes,Training - Individual,2020.0,TX,72558.0
5313,Domestic Higher Education,Training - Institutional,2020.0,TX,304978.9868852459
5314,Domestic Higher Education,Construction,2021.0,TX,5077480.0
5315,Research Institutes,Construction,2021.0,TX,1996771.0
5316,Domestic Higher Education,Other,2021.0,TX,12585138.264705881
5317,None,Other,2021.0,TX,2392183.0
5318,Domestic Higher Education,Other Research-Related,2021.0,TX,296296.84409373504
5319,None,Other Research-Related,2021.0,TX,252279.38709677418
5320,Research Institutes,Other Research-Related,2021.0,TX,158519.54545454544
5321,Domestic Higher Education,RPGs - Non SBIR/STTR,2021.0,TX,461940.6799640487
5322,None,RPGs - Non SBIR/STTR,2021.0,TX,595331.5303030303
5323,Research Institutes,RPGs - Non SBIR/STTR,2021.0,TX,475101.968627451
5324,None,RPGs - SBIR/STTR,2021.0,TX,567182.4871794871
5325,Research Institutes,RPGs - SBIR/STTR,2021.0,TX,1358290.0
5326,Domestic Higher Education,Research Centers,2021.0,TX,1272610.0116110304
5327,None,Research Centers,2021.0,TX,3692125.0
5328,Research Institutes,Research Centers,2021.0,TX,2032661.8333333333
5329,Domestic Higher Education,Training - Individual,2021.0,TX,43988.711956521736
5330,Research Institutes,Training - Individual,2021.0,TX,76208.0
5331,Domestic Higher Education,Training - Institutional,2021.0,TX,285824.4426229508
5332,Domestic Higher Education,Other,2012.0,UT,836843.0
5333,Domestic Higher Education,Other Research-Related,2012.0,UT,168406.40425531915
5334,None,Other Research-Related,2012.0,UT,71941.5
5335,Domestic Higher Education,RPGs - Non SBIR/STTR,2012.0,UT,352526.9460227273
5336,None,RPGs - Non SBIR/STTR,2012.0,UT,756287.8
5337,None,RPGs - SBIR/STTR,2012.0,UT,494321.7368421053
5338,Domestic Higher Education,Research Centers,2012.0,UT,1732018.4444444445
5339,Domestic Higher Education,Training - Individual,2012.0,UT,41685.8125
5340,Domestic Higher Education,Training - Institutional,2012.0,UT,247343.0
5341,Domestic Higher Education,Other,2013.0,UT,434155.5
5342,Domestic Higher Education,Other Research-Related,2013.0,UT,176016.05263157896
5343,None,Other Research-Related,2013.0,UT,92325.66666666667
5344,Domestic Higher Education,RPGs - Non SBIR/STTR,2013.0,UT,339875.01497005986
5345,None,RPGs - Non SBIR/STTR,2013.0,UT,753298.6666666666
5346,None,RPGs - SBIR/STTR,2013.0,UT,447309.61904761905
5347,Domestic Higher Education,Research Centers,2013.0,UT,1265503.1818181819
5348,Domestic Higher Education,Training - Individual,2013.0,UT,41102.80952380953
5349,Domestic Higher Education,Training - Institutional,2013.0,UT,270415.0
5350,Domestic Higher Education,Other,2014.0,UT,910385.0
5351,Domestic Higher Education,Other Research-Related,2014.0,UT,170760.5
5352,None,Other Research-Related,2014.0,UT,128303.0
5353,Domestic Higher Education,RPGs - Non SBIR/STTR,2014.0,UT,365498.3693181818
5354,None,RPGs - Non SBIR/STTR,2014.0,UT,288917.3333333333
5355,None,RPGs - SBIR/STTR,2014.0,UT,274852.1153846154
5356,Domestic Higher Education,Research Centers,2014.0,UT,1169363.3076923077
5357,Domestic Higher Education,Training - Individual,2014.0,UT,45410.58823529412
5358,Domestic Higher Education,Training - Institutional,2014.0,UT,280706.36363636365
5359,Domestic Higher Education,Other,2015.0,UT,879527.0
5360,Domestic Higher Education,Other Research-Related,2015.0,UT,209445.77777777778
5361,None,Other Research-Related,2015.0,UT,135594.0
5362,Domestic Higher Education,RPGs - Non SBIR/STTR,2015.0,UT,336137.9166666667
5363,None,RPGs - Non SBIR/STTR,2015.0,UT,604302.1666666666
5364,None,RPGs - SBIR/STTR,2015.0,UT,221575.53488372092
5365,Domestic Higher Education,Research Centers,2015.0,UT,1416555.2666666666
5366,Domestic Higher Education,Training - Individual,2015.0,UT,39833.3
5367,Domestic Higher Education,Training - Institutional,2015.0,UT,235458.55555555556
5368,Domestic Higher Education,Other,2016.0,UT,904444.3333333334
5369,Domestic Higher Education,Other Research-Related,2016.0,UT,274606.07692307694
5370,None,Other Research-Related,2016.0,UT,135594.0
5371,Domestic Higher Education,RPGs - Non SBIR/STTR,2016.0,UT,371214.1742857143
5372,None,RPGs - Non SBIR/STTR,2016.0,UT,692128.0
5373,None,RPGs - SBIR/STTR,2016.0,UT,469170.3880597015
5374,Domestic Higher Education,Research Centers,2016.0,UT,980005.2777777778
5375,Domestic Higher Education,Training - Individual,2016.0,UT,41906.21428571428
5376,Domestic Higher Education,Training - Institutional,2016.0,UT,188773.2
5377,Domestic Higher Education,Other,2017.0,UT,747679.5
5378,Domestic Higher Education,Other Research-Related,2017.0,UT,347869.16279069765
5379,Domestic Higher Education,RPGs - Non SBIR/STTR,2017.0,UT,394556.5393258427
5380,None,RPGs - Non SBIR/STTR,2017.0,UT,822820.0
5381,None,RPGs - SBIR/STTR,2017.0,UT,607694.7894736842
5382,Domestic Higher Education,Research Centers,2017.0,UT,1176116.6470588236
5383,Domestic Higher Education,Training - Individual,2017.0,UT,45663.75
5384,Domestic Higher Education,Training - Institutional,2017.0,UT,189051.73684210525
5385,Domestic Higher Education,Other,2018.0,UT,663330.2
5386,Domestic Higher Education,Other Research-Related,2018.0,UT,283797.3
5387,Domestic Higher Education,RPGs - Non SBIR/STTR,2018.0,UT,397078.8040712468
5388,None,RPGs - Non SBIR/STTR,2018.0,UT,483860.5833333333
5389,None,RPGs - SBIR/STTR,2018.0,UT,375634.8947368421
5390,Domestic Higher Education,Research Centers,2018.0,UT,1306566.761904762
5391,Domestic Higher Education,Training - Individual,2018.0,UT,50747.967741935485
5392,Domestic Higher Education,Training - Institutional,2018.0,UT,232207.33333333334
5393,Domestic Higher Education,Other,2019.0,UT,1543713.3333333333
5394,Domestic Higher Education,Other Research-Related,2019.0,UT,421029.1408450704
5395,None,Other Research-Related,2019.0,UT,102175.5
5396,Domestic Higher Education,RPGs - Non SBIR/STTR,2019.0,UT,403802.1756756757
5397,None,RPGs - Non SBIR/STTR,2019.0,UT,591072.2222222222
5398,None,RPGs - SBIR/STTR,2019.0,UT,504555.7272727273
5399,Domestic Higher Education,Research Centers,2019.0,UT,778161.0476190476
5400,Domestic Higher Education,Training - Individual,2019.0,UT,54209.818181818184
5401,Domestic Higher Education,Training - Institutional,2019.0,UT,240524.8
5402,Domestic Higher Education,Other,2020.0,UT,1588494.0
5403,Domestic Higher Education,Other Research-Related,2020.0,UT,355953.18888888886
5404,None,Other Research-Related,2020.0,UT,98712.0
5405,Domestic Higher Education,RPGs - Non SBIR/STTR,2020.0,UT,410783.84222222224
5406,None,RPGs - Non SBIR/STTR,2020.0,UT,487311.6666666667
5407,None,RPGs - SBIR/STTR,2020.0,UT,539051.775510204
5408,Domestic Higher Education,Research Centers,2020.0,UT,1134444.6842105263
5409,Domestic Higher Education,Training - Individual,2020.0,UT,51868.02564102564
5410,Domestic Higher Education,Training - Institutional,2020.0,UT,246102.9
5411,Domestic Higher Education,Other,2021.0,UT,1425437.5
5412,Domestic Higher Education,Other Research-Related,2021.0,UT,315195.64130434784
5413,None,Other Research-Related,2021.0,UT,192358.0
5414,Domestic Higher Education,RPGs - Non SBIR/STTR,2021.0,UT,412499.8747390397
5415,None,RPGs - Non SBIR/STTR,2021.0,UT,802450.75
5416,None,RPGs - SBIR/STTR,2021.0,UT,638400.0
5417,Domestic Higher Education,Research Centers,2021.0,UT,1411133.2666666666
5418,Domestic Higher Education,Training - Individual,2021.0,UT,41948.206896551725
5419,Domestic Higher Education,Training - Institutional,2021.0,UT,305726.8333333333
5420,Domestic Higher Education,Other,2012.0,VA,83803.0
5421,Domestic Higher Education,Other Research-Related,2012.0,VA,207841.24137931035
5422,None,Other Research-Related,2012.0,VA,262203.5228310502
5423,Domestic Higher Education,RPGs - Non SBIR/STTR,2012.0,VA,347491.64365971106
5424,None,RPGs - Non SBIR/STTR,2012.0,VA,357165.33054781804
5425,None,RPGs - SBIR/STTR,2012.0,VA,299017.4870466321
5426,Domestic Higher Education,Research Centers,2012.0,VA,1178233.0
5427,None,Research Centers,2012.0,VA,1106428.125
5428,Domestic Higher Education,Training - Individual,2012.0,VA,32993.30508474576
5429,None,Training - Individual,2012.0,VA,37782.7
5430,Domestic Higher Education,Training - Institutional,2012.0,VA,260284.96153846153
5431,None,Training - Institutional,2012.0,VA,300235.6666666667
5432,Domestic Higher Education,Other Research-Related,2013.0,VA,157499.46575342465
5433,None,Other Research-Related,2013.0,VA,274941.87071240105
5434,Domestic Higher Education,RPGs - Non SBIR/STTR,2013.0,VA,365824.4421364985
5435,None,RPGs - Non SBIR/STTR,2013.0,VA,339168.50738188974
5436,None,RPGs - SBIR/STTR,2013.0,VA,397367.37362637365
5437,Domestic Higher Education,Research Centers,2013.0,VA,771138.0487804879
5438,None,Research Centers,2013.0,VA,1723320.5714285714
5439,Domestic Higher Education,Training - Individual,2013.0,VA,31383.775510204083
5440,None,Training - Individual,2013.0,VA,34888.89473684211
5441,Domestic Higher Education,Training - Institutional,2013.0,VA,281331.3043478261
5442,None,Training - Institutional,2013.0,VA,230708.0
5443,Domestic Higher Education,Other Research-Related,2014.0,VA,214881.46753246753
5444,None,Other Research-Related,2014.0,VA,215016.7341772152
5445,Domestic Higher Education,RPGs - Non SBIR/STTR,2014.0,VA,353818.6566287183
5446,None,RPGs - Non SBIR/STTR,2014.0,VA,326716.6274509804
5447,None,RPGs - SBIR/STTR,2014.0,VA,372725.41964285716
5448,Domestic Higher Education,Research Centers,2014.0,VA,1339913.2139037433
5449,Domestic Higher Education,Training - Individual,2014.0,VA,36554.24738675958
5450,Domestic Higher Education,Training - Institutional,2014.0,VA,241608.02702702704
5451,Domestic Higher Education,Other Research-Related,2015.0,VA,212274.9825436409
5452,None,Other Research-Related,2015.0,VA,203298.92857142858
5453,Domestic Higher Education,RPGs - Non SBIR/STTR,2015.0,VA,385117.3339746056
5454,None,RPGs - Non SBIR/STTR,2015.0,VA,301494.0925925926
5455,None,RPGs - SBIR/STTR,2015.0,VA,469825.8203125
5456,Domestic Higher Education,Research Centers,2015.0,VA,1097973.6125
5457,Domestic Higher Education,Training - Individual,2015.0,VA,33915.08539944904
5458,Domestic Higher Education,Training - Institutional,2015.0,VA,286323.313253012
5459,Domestic Higher Education,Other Research-Related,2016.0,VA,211121.55421686746
5460,None,Other Research-Related,2016.0,VA,281289.1212121212
5461,Domestic Higher Education,RPGs - Non SBIR/STTR,2016.0,VA,366170.72650878533
5462,None,RPGs - Non SBIR/STTR,2016.0,VA,453924.3333333333
5463,None,RPGs - SBIR/STTR,2016.0,VA,390183.11788617884
5464,Domestic Higher Education,Research Centers,2016.0,VA,1063822.9011627906
5465,Domestic Higher Education,Training - Individual,2016.0,VA,38492.7193877551
5466,Domestic Higher Education,Training - Institutional,2016.0,VA,327195.6823529412
5467,Domestic Higher Education,Other Research-Related,2017.0,VA,232821.20138888888
5468,None,Other Research-Related,2017.0,VA,1941563.2746478873
5469,Domestic Higher Education,RPGs - Non SBIR/STTR,2017.0,VA,368389.2609509547
5470,None,RPGs - Non SBIR/STTR,2017.0,VA,306653.19444444444
5471,None,RPGs - SBIR/STTR,2017.0,VA,425572.90038314176
5472,Domestic Higher Education,Research Centers,2017.0,VA,1344270.825
5473,Domestic Higher Education,Training - Individual,2017.0,VA,37954.40826873385
5474,None,Training - Individual,2017.0,VA,57066.0
5475,Domestic Higher Education,Training - Institutional,2017.0,VA,192278.08870967742
5476,None,Other,2018.0,VA,8326712.0
5477,Domestic Higher Education,Other Research-Related,2018.0,VA,213791.6433915212
5478,None,Other Research-Related,2018.0,VA,3404346.4146341463
5479,Domestic Higher Education,RPGs - Non SBIR/STTR,2018.0,VA,376990.2275810098
5480,None,RPGs - Non SBIR/STTR,2018.0,VA,190838.25
5481,None,RPGs - SBIR/STTR,2018.0,VA,447507.22807017545
5482,Domestic Higher Education,Research Centers,2018.0,VA,1415860.9527559055
5483,Domestic Higher Education,Training - Individual,2018.0,VA,38736.4849187935
5484,None,Training - Individual,2018.0,VA,61174.0
5485,Domestic Higher Education,Training - Institutional,2018.0,VA,268987.1058823529
5486,None,Other,2019.0,VA,9767605.0
5487,Domestic Higher Education,Other Research-Related,2019.0,VA,417003.7583732057
5488,None,Other Research-Related,2019.0,VA,4625075.780952381
5489,Domestic Higher Education,RPGs - Non SBIR/STTR,2019.0,VA,401369.72477744805
5490,None,RPGs - Non SBIR/STTR,2019.0,VA,723725.1097560975
5491,None,RPGs - SBIR/STTR,2019.0,VA,452639.5268817204
5492,Domestic Higher Education,Research Centers,2019.0,VA,1190891.6357142858
5493,Domestic Higher Education,Training - Individual,2019.0,VA,37606.37708830549
5494,None,Training - Individual,2019.0,VA,69306.0
5495,Domestic Higher Education,Training - Institutional,2019.0,VA,341270.8275862069
5496,None,Other,2020.0,VA,14773752.785714285
5497,Domestic Higher Education,Other Research-Related,2020.0,VA,283131.8105022831
5498,None,Other Research-Related,2020.0,VA,700091.7251908397
5499,Domestic Higher Education,RPGs - Non SBIR/STTR,2020.0,VA,407820.1882001494
5500,None,RPGs - Non SBIR/STTR,2020.0,VA,769622.0131578947
5501,None,RPGs - SBIR/STTR,2020.0,VA,450932.1666666667
5502,Domestic Higher Education,Research Centers,2020.0,VA,1011907.2525773196
5503,Domestic Higher Education,Training - Individual,2020.0,VA,41720.71309192201
5504,None,Training - Individual,2020.0,VA,40578.0
5505,Domestic Higher Education,Training - Institutional,2020.0,VA,241574.42352941175
5506,None,Other,2021.0,VA,6632743.583333333
5507,Domestic Higher Education,Other Research-Related,2021.0,VA,358312.2254464286
5508,None,Other Research-Related,2021.0,VA,217352.14393939395
5509,Domestic Higher Education,RPGs - Non SBIR/STTR,2021.0,VA,410585.5714808044
5510,None,RPGs - Non SBIR/STTR,2021.0,VA,253272.85714285713
5511,None,RPGs - SBIR/STTR,2021.0,VA,533326.1846846847
5512,Domestic Higher Education,Research Centers,2021.0,VA,1376086.1768707484
5513,Domestic Higher Education,Training - Individual,2021.0,VA,42701.53
5514,Domestic Higher Education,Training - Institutional,2021.0,VA,381350.7710843373
5515,Domestic Higher Education,Other Research-Related,2012.0,VT,196369.05
5516,None,Other Research-Related,2012.0,VT,169973.0
5517,Domestic Higher Education,RPGs - Non SBIR/STTR,2012.0,VT,401996.0792951542
5518,None,RPGs - Non SBIR/STTR,2012.0,VT,300096.0
5519,None,RPGs - SBIR/STTR,2012.0,VT,325771.25757575757
5520,Domestic Higher Education,Research Centers,2012.0,VT,1722843.6
5521,Domestic Higher Education,Training - Individual,2012.0,VT,47232.0
5522,Domestic Higher Education,Training - Institutional,2012.0,VT,252492.0
5523,Domestic Higher Education,Other Research-Related,2013.0,VT,102553.8
5524,None,Other Research-Related,2013.0,VT,133817.0
5525,Domestic Higher Education,RPGs - Non SBIR/STTR,2013.0,VT,476053.6219298246
5526,None,RPGs - SBIR/STTR,2013.0,VT,469684.94444444444
5527,Domestic Higher Education,Research Centers,2013.0,VT,2086948.0
5528,Domestic Higher Education,Training - Individual,2013.0,VT,47232.0
5529,Domestic Higher Education,Training - Institutional,2013.0,VT,266927.8
5530,Domestic Higher Education,Other Research-Related,2014.0,VT,207525.0909090909
5531,Domestic Higher Education,RPGs - Non SBIR/STTR,2014.0,VT,490609.68569065345
5532,None,RPGs - SBIR/STTR,2014.0,VT,458688.71428571426
5533,Domestic Higher Education,Research Centers,2014.0,VT,1835371.625
5534,Domestic Higher Education,Training - Individual,2014.0,VT,42676.0
5535,Domestic Higher Education,Training - Institutional,2014.0,VT,337073.25
5536,Domestic Higher Education,Other Research-Related,2015.0,VT,129979.1
5537,Domestic Higher Education,RPGs - Non SBIR/STTR,2015.0,VT,431471.927014218
5538,None,RPGs - SBIR/STTR,2015.0,VT,470070.86440677964
5539,Domestic Higher Education,Research Centers,2015.0,VT,2031958.5714285714
5540,Domestic Higher Education,Training - Individual,2015.0,VT,45518.0
5541,Domestic Higher Education,Training - Institutional,2015.0,VT,304448.75
5542,Domestic Higher Education,Other Research-Related,2016.0,VT,339454.4
5543,Domestic Higher Education,RPGs - Non SBIR/STTR,2016.0,VT,362506.7634584013
5544,None,RPGs - SBIR/STTR,2016.0,VT,416623.95384615386
5545,Domestic Higher Education,Research Centers,2016.0,VT,1606254.2857142857
5546,Domestic Higher Education,Training - Individual,2016.0,VT,44675.666666666664
5547,Domestic Higher Education,Training - Institutional,2016.0,VT,329449.0
5548,Domestic Higher Education,Other Research-Related,2017.0,VT,167574.53846153847
5549,Domestic Higher Education,RPGs - Non SBIR/STTR,2017.0,VT,404729.9867768595
5550,None,RPGs - SBIR/STTR,2017.0,VT,392609.8695652174
5551,Domestic Higher Education,Research Centers,2017.0,VT,2184059.2
5552,Domestic Higher Education,Training - Individual,2017.0,VT,32999.5
5553,Domestic Higher Education,Training - Institutional,2017.0,VT,208476.5
5554,Domestic Higher Education,Other Research-Related,2018.0,VT,183587.0
5555,Domestic Higher Education,RPGs - Non SBIR/STTR,2018.0,VT,423201.37562724017
5556,None,RPGs - SBIR/STTR,2018.0,VT,544442.3846153846
5557,Domestic Higher Education,Research Centers,2018.0,VT,2618914.6
5558,Domestic Higher Education,Training - Individual,2018.0,VT,45910.0
5559,Domestic Higher Education,Training - Institutional,2018.0,VT,233462.25
5560,Domestic Higher Education,Other Research-Related,2019.0,VT,216156.45454545456
5561,Domestic Higher Education,RPGs - Non SBIR/STTR,2019.0,VT,477288.6855807744
5562,None,RPGs - SBIR/STTR,2019.0,VT,724711.8461538461
5563,Domestic Higher Education,Research Centers,2019.0,VT,2625004.4
5564,Domestic Higher Education,Training - Individual,2019.0,VT,45527.5
5565,Domestic Higher Education,Training - Institutional,2019.0,VT,236263.25
5566,Domestic Higher Education,Construction,2020.0,VT,5472935.0
5567,Domestic Higher Education,Other Research-Related,2020.0,VT,225984.25
5568,Domestic Higher Education,RPGs - Non SBIR/STTR,2020.0,VT,484754.3823321555
5569,None,RPGs - SBIR/STTR,2020.0,VT,832824.3
5570,Domestic Higher Education,Research Centers,2020.0,VT,1907466.0
5571,Domestic Higher Education,Training - Individual,2020.0,VT,46015.666666666664
5572,Domestic Higher Education,Training - Institutional,2020.0,VT,306094.25
5573,Domestic Higher Education,Other Research-Related,2021.0,VT,187524.7142857143
5574,Domestic Higher Education,RPGs - Non SBIR/STTR,2021.0,VT,473927.2068965517
5575,None,RPGs - SBIR/STTR,2021.0,VT,539613.2264150943
5576,Domestic Higher Education,Research Centers,2021.0,VT,1948115.5714285714
5577,Domestic Higher Education,Training - Individual,2021.0,VT,39559.5
5578,Domestic Higher Education,Training - Institutional,2021.0,VT,286508.5
5579,Domestic Higher Education,Other,2012.0,WA,784130.0
5580,Domestic Higher Education,Other Research-Related,2012.0,WA,228140.00729927007
5581,Independent Hospitals,Other Research-Related,2012.0,WA,200998.44444444444
5582,None,Other Research-Related,2012.0,WA,254852.16666666666
5583,Research Institutes,Other Research-Related,2012.0,WA,774438.0
5584,Domestic Higher Education,RPGs - Non SBIR/STTR,2012.0,WA,436041.953886693
5585,Independent Hospitals,RPGs - Non SBIR/STTR,2012.0,WA,484219.9516129032
5586,None,RPGs - Non SBIR/STTR,2012.0,WA,520213.8958333333
5587,Research Institutes,RPGs - Non SBIR/STTR,2012.0,WA,726718.5742971888
5588,None,RPGs - SBIR/STTR,2012.0,WA,492830.2748091603
5589,Research Institutes,RPGs - SBIR/STTR,2012.0,WA,198601.0
5590,Domestic Higher Education,Research Centers,2012.0,WA,1978558.6756756757
5591,Independent Hospitals,Research Centers,2012.0,WA,1136517.0
5592,None,Research Centers,2012.0,WA,1449886.5
5593,Research Institutes,Research Centers,2012.0,WA,1923870.3142857142
5594,Domestic Higher Education,Training - Individual,2012.0,WA,42112.25
5595,Independent Hospitals,Training - Individual,2012.0,WA,53942.0
5596,Research Institutes,Training - Individual,2012.0,WA,50410.7
5597,Domestic Higher Education,Training - Institutional,2012.0,WA,354429.4776119403
5598,Independent Hospitals,Training - Institutional,2012.0,WA,95277.0
5599,None,Training - Institutional,2012.0,WA,115970.0
5600,Research Institutes,Training - Institutional,2012.0,WA,329501.5
5601,Domestic Higher Education,Construction,2013.0,WA,999082.0
5602,Domestic Higher Education,Other,2013.0,WA,766492.0
5603,Domestic Higher Education,Other Research-Related,2013.0,WA,207871.39285714287
5604,Independent Hospitals,Other Research-Related,2013.0,WA,202248.61111111112
5605,None,Other Research-Related,2013.0,WA,197543.5
5606,Research Institutes,Other Research-Related,2013.0,WA,1086870.2448979593
5607,Domestic Higher Education,RPGs - Non SBIR/STTR,2013.0,WA,441301.3458333333
5608,Independent Hospitals,RPGs - Non SBIR/STTR,2013.0,WA,464862.3
5609,None,RPGs - Non SBIR/STTR,2013.0,WA,543734.3888888889
5610,Research Institutes,RPGs - Non SBIR/STTR,2013.0,WA,617081.1103896104
5611,None,RPGs - SBIR/STTR,2013.0,WA,487616.6902654867
5612,Domestic Higher Education,Research Centers,2013.0,WA,2053243.5135135136
5613,Independent Hospitals,Research Centers,2013.0,WA,1068748.0
5614,None,Research Centers,2013.0,WA,1603259.0
5615,Research Institutes,Research Centers,2013.0,WA,1736468.8285714285
5616,Domestic Higher Education,Training - Individual,2013.0,WA,46040.8431372549
5617,Independent Hospitals,Training - Individual,2013.0,WA,52442.0
5618,Research Institutes,Training - Individual,2013.0,WA,40950.5
5619,Domestic Higher Education,Training - Institutional,2013.0,WA,355394.1935483871
5620,Independent Hospitals,Training - Institutional,2013.0,WA,277930.0
5621,None,Training - Institutional,2013.0,WA,167527.0
5622,Research Institutes,Training - Institutional,2013.0,WA,324820.0
5623,Domestic Higher Education,Other,2014.0,WA,779719.0
5624,Domestic Higher Education,Other Research-Related,2014.0,WA,219814.3765432099
5625,Independent Hospitals,Other Research-Related,2014.0,WA,268750.6666666667
5626,None,Other Research-Related,2014.0,WA,467318.8333333333
5627,Research Institutes,Other Research-Related,2014.0,WA,810393.7887323943
5628,Domestic Higher Education,RPGs - Non SBIR/STTR,2014.0,WA,436983.2821917808
5629,Independent Hospitals,RPGs - Non SBIR/STTR,2014.0,WA,517176.9857142857
5630,None,RPGs - Non SBIR/STTR,2014.0,WA,677109.0
5631,Research Institutes,RPGs - Non SBIR/STTR,2014.0,WA,871714.7956043956
5632,None,RPGs - SBIR/STTR,2014.0,WA,609330.4697986577
5633,Domestic Higher Education,Research Centers,2014.0,WA,1785821.8823529412
5634,Independent Hospitals,Research Centers,2014.0,WA,1131845.0
5635,None,Research Centers,2014.0,WA,761345.0
5636,Research Institutes,Research Centers,2014.0,WA,1740864.2352941176
5637,Domestic Higher Education,Training - Individual,2014.0,WA,45085.270833333336
5638,Independent Hospitals,Training - Individual,2014.0,WA,44557.0
5639,Research Institutes,Training - Individual,2014.0,WA,44297.0
5640,Domestic Higher Education,Training - Institutional,2014.0,WA,350288.5
5641,Independent Hospitals,Training - Institutional,2014.0,WA,282647.0
5642,Research Institutes,Training - Institutional,2014.0,WA,287219.0
5643,Domestic Higher Education,Other,2015.0,WA,820016.0
5644,Domestic Higher Education,Other Research-Related,2015.0,WA,207986.95804195805
5645,Independent Hospitals,Other Research-Related,2015.0,WA,290851.8888888889
5646,None,Other Research-Related,2015.0,WA,133975.5
5647,Research Institutes,Other Research-Related,2015.0,WA,951644.2033898305
5648,Domestic Higher Education,RPGs - Non SBIR/STTR,2015.0,WA,450396.25
5649,Independent Hospitals,RPGs - Non SBIR/STTR,2015.0,WA,518522.1060606061
5650,None,RPGs - Non SBIR/STTR,2015.0,WA,669237.8571428572
5651,Research Institutes,RPGs - Non SBIR/STTR,2015.0,WA,894028.4196428572
5652,None,RPGs - SBIR/STTR,2015.0,WA,493679.82954545453
5653,Research Institutes,RPGs - SBIR/STTR,2015.0,WA,656907.0
5654,Domestic Higher Education,Research Centers,2015.0,WA,1899029.1714285715
5655,Independent Hospitals,Research Centers,2015.0,WA,1225520.0
5656,Research Institutes,Research Centers,2015.0,WA,1730195.875
5657,Domestic Higher Education,Training - Individual,2015.0,WA,45223.88
5658,Independent Hospitals,Training - Individual,2015.0,WA,49374.0
5659,Research Institutes,Training - Individual,2015.0,WA,44513.142857142855
5660,Domestic Higher Education,Training - Institutional,2015.0,WA,375743.5862068966
5661,Independent Hospitals,Training - Institutional,2015.0,WA,266260.0
5662,Research Institutes,Training - Institutional,2015.0,WA,319373.3333333333
5663,Domestic Higher Education,Other,2016.0,WA,864083.0
5664,Research Institutes,Other,2016.0,WA,1071976.0
5665,Domestic Higher Education,Other Research-Related,2016.0,WA,220396.5737704918
5666,Independent Hospitals,Other Research-Related,2016.0,WA,273462.2105263158
5667,None,Other Research-Related,2016.0,WA,938180.0
5668,Research Institutes,Other Research-Related,2016.0,WA,892915.6851851852
