,ORGANIZATION NAME,TOTAL FUNDING,TOTAL PROJECT,TOTAL PATENT,TOTAL PUBLICATON
6240,HEMOTEK,4696158.0,6.0,0.0,0.0
6241,"QUADRIGA BIOSCIENCES, INC.",4696291.0,5.0,0.0,2.0
6242,VILLANOVA UNIVERSITY,4707178.0,11.0,0.0,9.0
6243,TMLIVERPOOL SCHOOL OF TROPICAL MEDICINE,4711389.0,16.0,0.0,85.0
6244,"OSEL, INC.",4712601.0,6.0,0.0,3.0
6245,REACTION BIOLOGY CORPORATION,4712660.0,9.0,0.0,1.0
6246,"BIOKIER, INC.",4727117.0,7.0,0.0,0.0
6247,"SEQUELLA, INC.",4729503.0,11.0,0.0,5.0
6248,"NOVOMEDIX, INC.",4730269.0,10.0,0.0,3.0
6249,"GABAERON, INC.",4731346.0,6.0,0.0,0.0
6250,BASTYR UNIVERSITY,4731536.0,14.0,0.0,32.0
6251,"GODX, INC.",4747383.0,12.0,0.0,2.0
6252,"ORYN THERAPEUTICS, LLC",4753792.0,6.0,0.0,4.0
6253,HAWAII PACIFIC UNIVERSITY,4764340.0,24.0,0.0,26.0
6254,TOWSON UNIVERSITY,4764697.0,22.0,0.0,10.0
6255,"INSIGHT SURGICAL TECHNOLOGIES, LLC",4767411.0,7.0,0.0,0.0
6256,CARE.COACH CORPORATION,4768001.0,7.0,0.0,1.0
6257,TACOMA GENERAL HOSPITAL,4773805.0,8.0,0.0,129.0
6258,RETIVUE,4775120.0,7.0,0.0,0.0
6259,"490 BIOTECH, INC.",4789357.0,13.0,4.0,41.0
6260,HUMMINGBIRD PRECISION MACHINE COMPANY,4793272.0,11.0,0.0,0.0
6261,ALASKA COMMUNITY ACTION ON TOXICS (ACAT),4795653.0,12.0,0.0,10.0
6262,"EPIPHANY BIOSCIENCES, INC.",4797505.0,6.0,0.0,0.0
6263,SWARTHMORE COLLEGE,4798826.0,18.0,0.0,58.0
6264,"NAVEGA THERAPEUTICS, INC.",4800106.0,9.0,0.0,3.0
6265,"BESSOR PHARMA, LLC",4804755.0,7.0,0.0,4.0
6266,"FORGE LIFE SCIENCES, LLC",4817354.0,9.0,0.0,4.0
6267,"CIVATECH ONCOLOGY, INC.",4819573.0,8.0,0.0,0.0
6268,"NEUROKINE THERAPEUTICS, LLC",4830700.0,5.0,0.0,1.0
6269,"MIYAZAKI ENTERPRISES, LLC",4835703.0,7.0,0.0,5.0
6270,"PULSE THERAPEUTICS, INC.",4854288.0,9.0,0.0,0.0
6271,DELTA RESEARCH AND EDUCATIONAL FOUNDATION,4857680.0,6.0,0.0,8.0
6272,"ALLIED INNOVATIVE SYSTEMS, LLC",4860041.0,13.0,0.0,2.0
6273,"FORGE THERAPEUTICS, INC.",4862500.0,2.0,0.0,0.0
6274,SAINT LUKE'S HOSPITAL,4863293.0,16.0,0.0,202.0
6275,"IGE THERAPEUTICS, INC.",4868465.0,6.0,0.0,0.0
6276,TEL AVIV UNIVERSITY,4881497.0,18.0,0.0,60.0
6277,ANABIOS CORPORATION,4882110.0,6.0,0.0,2.0
6278,"MISSION BIO, INC.",4884782.0,9.0,0.0,5.0
6279,"VIA THERAPEUTICS, LLC",4896302.0,7.0,0.0,2.0
6280,"GEL4MED, INC.",4903444.0,11.0,0.0,0.0
6281,APOGEE BIOTECHNOLOGY CORPORATION,4905777.0,13.0,0.0,8.0
6282,"CAYMAN CHEMICAL COMPANY, INC.",4916290.0,7.0,0.0,3.0
6283,"BIOPTIGEN, INC.",4918801.0,9.0,14.0,8.0
6284,INTERNATIONAL BUSINESS MACHINES CORP,4927509.0,2.0,0.0,0.0
6285,"BIOMEDICAL RESEARCH INSTIT/ SOUTHERN, CA",4927713.0,7.0,0.0,4.0
6286,4E THERAPEUTICS INC.,4931280.0,4.0,0.0,1.0
6287,VASCULAR BIOSCIENCES,4932143.0,6.0,0.0,10.0
6288,"POTRERO HILL THERAPEUTICS, INC.",4934995.0,6.0,0.0,21.0
6289,"PHOTOLITEC, LLC",4935937.0,6.0,0.0,1.0
6290,"TRIBOFILM RESEARCH, INC.",4939870.0,9.0,4.0,0.0
6291,"BIOMEDICAL RESEARCH MODELS, INC.",4941673.0,11.0,0.0,7.0
6292,"OYAGEN, INC.",4942410.0,14.0,0.0,28.0
6293,AMERICAN SOCIETY FOR CELL BIOLOGY,4944470.0,13.0,0.0,12.0
6294,OSU CENTER OF HEALTH SCIENCES,4946289.0,3.0,0.0,3.0
6295,MATERIALS/ MACHINES CORPORATION/AMERICA,4947000.0,1.0,0.0,0.0
6296,AMHERST COLLEGE,4951468.0,15.0,0.0,41.0
6297,"NANOVA, INC.",4955691.0,7.0,1.0,13.0
6298,"BLUE THERAPEUTICS, INC.",4957731.0,6.0,0.0,3.0
6299,"SYMBIOTIX BIOTHERAPIES, INC.",4957834.0,4.0,0.0,11.0
6300,"HEARTHSTONE ALZHEIMER CARE, LTD",4962549.0,13.0,0.0,3.0
6301,BRIDGESOURCE MEDICAL CORPORATION,4976192.0,10.0,0.0,0.0
6302,NYU LONG ISLAND SCHOOL OF MEDICINE,4977674.0,13.0,0.0,7.0
6303,DINE' COLLEGE,4978712.0,8.0,0.0,0.0
6304,MEDGAR EVERS COLLEGE,4979071.0,17.0,0.0,19.0
6305,HEBREW HOME FOR THE AGED AT RIVERDALE,4981644.0,11.0,0.0,10.0
6306,"MYNOSYS CELLULAR DEVICES, INC.",4983110.0,9.0,12.0,1.0
6307,"CAPRICOR, INC.",4988228.0,5.0,4.0,2.0
6308,"ATTAGENE, INC.",4990156.0,6.0,0.0,6.0
6309,"PARABON NANOLABS, INC.",4995136.0,12.0,0.0,0.0
6310,"POTOMAC AFFINITY PROTEINS, LLC",4996002.0,12.0,0.0,4.0
6311,"SOFIE BIOSCIENCES, INC.",4999114.0,6.0,0.0,12.0
6312,ALLINA HEALTH SYSTEM,5002161.0,9.0,0.0,35.0
6313,ASSOCIATION OF AMERICAN MEDICAL COLLEGES,5008243.0,11.0,0.0,11.0
6314,LAVAL UNIVERSITY,5017738.0,15.0,0.0,21.0
6315,NORTHWEST INDIAN COLLEGE,5023201.0,11.0,0.0,7.0
6316,PACIFIC UNIVERSITY,5028432.0,17.0,0.0,6.0
6317,"ARMAGEN TECHNOLOGIES, INC.",5032013.0,12.0,5.0,4.0
6318,MICHIGAN PUBLIC HEALTH INSTITUTE,5044489.0,9.0,0.0,6.0
6319,"TREATMENT INNOVATIONS, LLC",5045220.0,9.0,0.0,0.0
6320,"ACETAMINOPHEN TOXICITY DIAGNOSTICS, LLC",5045801.0,8.0,0.0,10.0
6321,"CARE PROGRESS, LLC",5048961.0,7.0,0.0,0.0
6322,"EDEN MEDICAL, INC.",5049286.0,12.0,4.0,1.0
6323,"NOTA LABORATORIES, LLC",5058788.0,10.0,0.0,0.0
6324,UNIVERSITY OF NORTH CAROLINA WILMINGTON,5073990.0,17.0,5.0,75.0
6325,"ATHERSYS, INC.",5074318.0,10.0,0.0,8.0
6326,"CALDER BIOSCIENCES, INC.",5075328.0,8.0,0.0,3.0
6327,"QUANTUMBIO, INC.",5075560.0,13.0,2.0,8.0
6328,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER AT EL PASO,5079403.0,16.0,0.0,2.0
6329,"PLATELET BIOGENESIS, INC.",5082950.0,7.0,0.0,2.0
6330,CUNY GRADUATE SCH AND UNIV CTR,5087117.0,26.0,1.0,49.0
6331,"DELPHINUS MEDICAL TECHNOLOGIES, INC.",5088114.0,10.0,0.0,8.0
6332,"ABREOS BIOSCIENCES, INC.",5088511.0,14.0,0.0,6.0
6333,TRINITY UNIVERSITY,5090620.0,16.0,0.0,15.0
6334,"LUMITHERA, INC.",5092842.0,9.0,0.0,3.0
6335,"J AND J SOLUTIONS, INC.",5103974.0,6.0,0.0,1.0
6336,"TDA RESEARCH, INC.",5105605.0,19.0,5.0,2.0
6337,IMCARE BIOTECH,5110009.0,8.0,0.0,4.0
6338,"CALIBRE SYSTEMS, INC.",5110719.0,4.0,0.0,0.0
6339,SMITHSONIAN INSTITUTION,5112479.0,22.0,0.0,111.0
6340,APPLIED BIOMEDICAL SCIENCE INSTITUTE,5119850.0,11.0,0.0,0.0
6341,"ENSPECTRA HEALTH, INC.",5126317.0,3.0,0.0,0.0
6342,"ALTO NEUROSCIENCE, INC.",5134699.0,5.0,0.0,1.0
6343,"GENAPSYS, INC.",5137765.0,6.0,0.0,0.0
6344,"CELLECTAR BIOSCIENCES, INC.",5138280.0,6.0,0.0,0.0
6345,"INNAVASC MEDICAL, INC.",5147515.0,6.0,4.0,8.0
6346,"JAN BIOTECH, INC.",5147767.0,10.0,3.0,0.0
6347,"ENABLE BIOSCIENCES, INC.",5151046.0,9.0,0.0,4.0
6348,GENETIVISION CORPORATION,5152372.0,8.0,0.0,0.0
6349,"PERCEPTIVE NAVIGATION, LLC",5153499.0,7.0,0.0,2.0
6350,IONIC PHARMACEUTICALS,5164060.0,10.0,0.0,17.0
6351,"TRANSTIMULATION RESEARCH, INC.",5168935.0,11.0,0.0,2.0
6352,"SPATIAL GENOMICS, INC.",5170478.0,7.0,0.0,0.0
6353,"TELESAGE, INC.",5175102.0,12.0,0.0,6.0
6354,"IMMUNO TECHNOLOGIES, INC.",5182165.0,8.0,0.0,24.0
6355,"WAVE 80 BIOSCIENCES, INC.",5189893.0,12.0,0.0,0.0
6356,"LONGEVERON, LLC",5202166.0,6.0,0.0,10.0
6357,SPARK BIOMEDICAL INC,5208753.0,5.0,0.0,1.0
6358,"SONAVEX, INC.",5209391.0,6.0,0.0,0.0
6359,"REGENSTRIEF INSTITUTE, INC.",5210280.0,3.0,0.0,0.0
6360,"LIBREDE, INC.",5215173.0,11.0,0.0,3.0
6361,"DIRECT ELECTRON, LP",5219362.0,8.0,4.0,1.0
6362,KEYSTONE SYMPOSIA,5219724.0,410.0,0.0,6.0
6363,EMINENT SERVICES CORPORATION,5220476.0,8.0,0.0,0.0
6364,CHICAGO ASSN FOR RESEARCH & EDUC IN SCI,5234289.0,19.0,0.0,41.0
6365,TRINITY COLLEGE,5244620.0,15.0,0.0,138.0
6366,"O. N. DIAGNOSTICS, LLC",5249335.0,9.0,0.0,6.0
6367,"PRAEVIUM RESEARCH, INC.",5253184.0,12.0,4.0,49.0
6368,"MIMETAS US, INC.",5259739.0,6.0,0.0,0.0
6369,CLARKSON UNIVERSITY,5259758.0,19.0,0.0,25.0
6370,"CLEAR GUIDE MEDICAL, INC.",5263460.0,10.0,0.0,1.0
6371,"INTERVENTIONAL ANALGESIX, INC.",5264435.0,6.0,0.0,2.0
6372,"ASTRAZENECA PHARMACEUTICALS, LP",5265428.0,2.0,0.0,0.0
6373,"ORBIS BIOSCIENCES, INC.",5266284.0,11.0,0.0,4.0
6374,BLACK HILLS CTR/AMERICAN INDIAN HEALTH,5268518.0,9.0,0.0,1.0
6375,"ADVANCED MATERIALS TECHNOLOGY, INC.",5274024.0,13.0,0.0,38.0
6376,SHIFA BIOMEDICAL CORPORATION,5279107.0,8.0,12.0,0.0
6377,WEIS CENTER FOR RESEARCH-GEISINGER CLINC,5279822.0,14.0,0.0,319.0
6378,"MICROVI BIOTECH, INC.",5279974.0,13.0,0.0,0.0
6379,ORPHAGEN PHARMACEUTICALS,5282752.0,11.0,0.0,0.0
6380,RBHS-SCHOOL/ HEALTH RELATED PROFESSIONS,5287370.0,22.0,0.0,12.0
6381,IMMUNE DEFICIENCY FOUNDATION,5288215.0,8.0,0.0,78.0
6382,"PSYCHOLOGY SOFTWARE TOOLS, INC.",5294082.0,10.0,0.0,4.0
6383,"NANOMAG, LLC",5298607.0,7.0,0.0,0.0
6384,"HEALTHCARE INTERACTIVE, INC.",5300152.0,9.0,0.0,1.0
6385,"IRENIX MEDICAL, INC.",5300439.0,10.0,0.0,1.0
6386,AQUALUNG THERAPEUTICS CORP.,5303556.0,11.0,0.0,9.0
6387,"PATHMAKER NEUROSYSTEMS, INC.",5303644.0,5.0,0.0,0.0
6388,"ALLVIVO VASCULAR, INC.",5303802.0,9.0,2.0,7.0
6389,"CARDIAC RSK3 INHIBITORS, LLC",5305202.0,5.0,0.0,0.0
6390,"SFC FLUIDICS, LLC",5306951.0,12.0,0.0,6.0
6391,"ESAC, INC.",5310880.0,4.0,0.0,0.0
6392,"ASTER LABS, INC.",5314958.0,10.0,0.0,0.0
6393,"HEMOSHEAR THERAPEUTICS, LLC",5315190.0,8.0,0.0,4.0
6394,"BATANDCAT, INC.",5316336.0,9.0,0.0,0.0
6395,"ABZYME THERAPEUTICS, LLC",5318207.0,18.0,0.0,0.0
6396,VISITING NURSE SERVICE OF NEW YORK,5320209.0,14.0,0.0,9.0
6397,GALLAUDET UNIVERSITY,5321060.0,22.0,0.0,17.0
6398,CHARLES STARK DRAPER LABORATORY,5325424.0,12.0,7.0,19.0
6399,UNIVERSITY OF PUERTO RICO PONCE,5328288.0,10.0,0.0,27.0
6400,UNIVERSITY OF LOUISIANA AT MONROE,5332489.0,17.0,2.0,139.0
6401,"SQZ BIOTECHNOLOGIES COMPANY, INC.",5344630.0,11.0,0.0,1.0
6402,"USWM, LLC",5353314.0,1.0,0.0,0.0
6403,"BIVACOR, INC.",5362029.0,6.0,1.0,0.0
6404,GRAND VALLEY STATE UNIVERSITY,5368170.0,15.0,0.0,30.0
6405,PUBLIC HEALTH SOLUTIONS,5372313.0,8.0,0.0,11.0
6406,"PREVENTION STRATEGIES, LLC",5372566.0,15.0,0.0,7.0
6407,"LIFESPLICE PHARMA, LLC",5382712.0,12.0,0.0,0.0
6408,"ADVANCED IMAGING RESEARCH, INC.",5384419.0,5.0,0.0,1.0
6409,"OCT MEDICAL IMAGING, INC.",5400431.0,7.0,0.0,8.0
6410,"PURILOGICS, LLC",5402483.0,12.0,0.0,1.0
6411,PARTNERSHIP TO END ADDICTION,5415232.0,10.0,0.0,2.0
6412,"ARGOS THERAPEUTICS, INC.",5415284.0,1.0,0.0,0.0
6413,HEMOSONICS,5415861.0,9.0,0.0,5.0
6414,"WHITMAN-WALKER INSTITUTE, INC.",5416510.0,5.0,0.0,0.0
6415,"AMELIA TECHNOLOGIES, LLC",5417387.0,11.0,0.0,3.0
6416,LOYOLA MARYMOUNT UNIVERSITY,5420889.0,21.0,0.0,47.0
6417,"SEACOAST SCIENCE, INC.",5425765.0,11.0,0.0,4.0
6418,"VULINTUS, LLC",5428106.0,12.0,0.0,8.0
6419,UNIVERSITY OF COLORADO AT COLORADO SPGS,5431701.0,12.0,0.0,25.0
6420,COLLINGE AND ASSOCIATES,5437315.0,9.0,0.0,2.0
6421,DNA MEDICINE INSTITUTE,5446503.0,7.0,0.0,0.0
6422,NEW YORK STEM CELL FOUNDATION,5447546.0,10.0,1.0,7.0
6423,"XORAN TECHNOLOGIES, LLC",5458667.0,6.0,0.0,1.0
6424,"NOVATARG, INC.",5464327.0,9.0,0.0,2.0
6425,"CELLF-BIO, LLC",5471122.0,7.0,0.0,6.0
6426,"FIRST LIGHT BIOSCIENCES, INC.",5480360.0,6.0,0.0,0.0
6427,"RADIOPHARMACEUTICAL IMAGING AND DOSIMETRY, LLC",5492301.0,10.0,0.0,2.0
6428,"ENSION, INC.",5493238.0,10.0,0.0,3.0
6429,ALPHA GENESIS INC,5493281.0,1.0,0.0,0.0
6430,"PHELIX THERAPEUTICS, LLC",5497839.0,7.0,0.0,0.0
6431,BANARAS HINDU UNIVERSITY,5522086.0,10.0,0.0,134.0
6432,UNIVERSITY OF GENEVA,5523008.0,11.0,0.0,207.0
6433,"HEPTARES THERAPEUTICS, LTD",5525307.0,3.0,0.0,1.0
6434,"TECHSHOT, INC.",5528450.0,6.0,0.0,6.0
6435,"ETIOMETRY, LLC",5534112.0,7.0,6.0,3.0
6436,INDOOR BIOTECHNOLOGIES,5541736.0,11.0,0.0,52.0
6437,"TYMORA ANALYTICAL OPERATIONS, LLC",5542003.0,19.0,0.0,21.0
6438,"BIOLOGICS RESOURCES, LLC",5543443.0,5.0,0.0,0.0
6439,"SUVICA, INC.",5544969.0,5.0,0.0,0.0
6440,"INNOVATIVE BIOTHERAPIES, INC.",5570591.0,10.0,2.0,6.0
6441,"AEON IMAGING, LLC",5577546.0,15.0,1.0,25.0
6442,INSTITUTE FOR BASIC RES IN DEV DISABIL,5585232.0,18.0,3.0,9.0
6443,"DUPAGE MEDICAL TECHNOLOGY, INC.",5593649.0,8.0,0.0,3.0
6444,"HAGER BIOSCIENCES, LLC",5598515.0,1.0,0.0,0.0
6445,"ATLANTIC HEALTH SYSTEM, INC.",5598637.0,16.0,0.0,101.0
6446,WEBSCIENCES INTERNATIONAL,5600000.0,13.0,0.0,4.0
6447,INTELLIGENT FIBER OPTIC SYSTEMS CORP,5610456.0,13.0,0.0,0.0
6448,YORK COLLEGE,5615153.0,34.0,0.0,17.0
6449,"CRYOCRATE, LLC",5615345.0,10.0,0.0,0.0
6450,"HEALTHY DESIGN, LTD. CO.",5630658.0,6.0,0.0,7.0
6451,"SIGNABLOK, INC.",5636757.0,15.0,0.0,25.0
6452,STRATATECH CORPORATION,5639422.0,6.0,41.0,4.0
6453,"OCEAN NANOTECH, LLC",5655881.0,13.0,0.0,32.0
6454,"PROTHERA BIOLOGICS, LLC",5680579.0,10.0,14.0,16.0
6455,"SECOND SIGHT MEDICAL PRODUCTS, INC.",5683031.0,5.0,0.0,4.0
6456,"IFIT PROSTHETICS, LLC",5683824.0,9.0,24.0,8.0
6457,TALIS BIOMEDICAL CORPORATION,5686309.0,5.0,0.0,1.0
6458,"IMMUNO-MYCOLOGICS, INC.",5687040.0,11.0,0.0,4.0
6459,"EVIDENCE-BASED PRACTICE INSTITUTE, LLC",5701192.0,9.0,0.0,2.0
6460,"MISSOURI BREAKS RESEARCH, INC.",5711597.0,15.0,0.0,316.0
6461,"ELEX BIOTECH, LLC",5713563.0,8.0,4.0,45.0
6462,"IRISYS, INC.",5735354.0,38.0,0.0,0.0
6463,"TACONIC FARMS, INC.",5737696.0,9.0,0.0,0.0
6464,CHICAGO STATE UNIVERSITY,5746687.0,30.0,0.0,26.0
6465,"GAIA MEDICAL INSTITUTE, LLC",5749986.0,10.0,0.0,0.0
6466,"MEDICAL SCIENCE & COMPUTING, LLC",5750598.0,8.0,0.0,0.0
6467,DELL FEDERAL SYSTEMS L.P.,5757267.0,4.0,0.0,0.0
6468,PRISMA HEALTH-UPSTATE,5760764.0,4.0,0.0,0.0
6469,"NEXTRAST, INC.",5763313.0,11.0,0.0,9.0
6470,"VIVO BIOSCIENCES, INC.",5775667.0,10.0,0.0,5.0
6471,"TRIM-EDICINE, INC.",5778523.0,11.0,0.0,12.0
6472,"INDIVIOR, INC.",5779849.0,2.0,0.0,0.0
6473,"DRUG DELIVERY COMPANY, LLC, THE",5784801.0,2.0,0.0,0.0
6474,"BIOMARKER STRATEGIES, LLC",5801048.0,7.0,0.0,0.0
6475,BOSTON BIOMEDICAL RESEARCH INSTITUTE,5802769.0,9.0,4.0,90.0
6476,"SIBTECH, INC.",5806045.0,9.0,0.0,2.0
6477,"COG ANALYTICS, LLC",5815154.0,18.0,0.0,3.0
6478,"GEOVAX, INC.",5816758.0,12.0,2.0,4.0
6479,"NEUROGENETIC PHARMACEUTICALS, INC.",5817879.0,8.0,0.0,1.0
6480,"ENCODIA, INC.",5820660.0,10.0,6.0,0.0
6481,"EVON MEDICS, LLC",5826845.0,11.0,0.0,1.0
6482,HEBREW UNIVERSITY OF JERUSALEM,5838551.0,18.0,0.0,109.0
6483,"OPTIMA INTEGRATED HEALTH, INC.",5843597.0,9.0,0.0,0.0
6484,"ENTASIS THERAPEUTICS, INC.",5863913.0,2.0,0.0,0.0
6485,"INVIVOSCIENCES, INC.",5867347.0,15.0,0.0,10.0
6486,WESTERN MICHIGAN UNIV SCHOOL OF MEDICINE,5874655.0,19.0,0.0,50.0
6487,CENTRE FOR INFECTIOUS DISEASE RESEARCH,5885109.0,17.0,0.0,7.0
6488,"FAST TRACK DRUGS & BIOLOGICS, LLC",5893100.0,3.0,0.0,0.0
6489,AMERICAN GASTROENTEROLOGICAL ASSN/INST,5896376.0,21.0,0.0,8.0
6490,"DISCOVERY LABORATORIES, INC.",5908091.0,8.0,0.0,1.0
6491,"XL SCI-TECH, INC.",5913384.0,9.0,14.0,0.0
6492,VGTI FLORIDA,5914042.0,12.0,0.0,72.0
6493,GUTTMACHER INSTITUTE,5917441.0,22.0,0.0,93.0
6494,AMERICAN LEGACY FOUNDATION,5932108.0,19.0,0.0,73.0
6495,"POINT DESIGNS, LLC",5941599.0,10.0,0.0,1.0
6496,"TETRA DISCOVERY PARTNERS, LLC",5944271.0,14.0,0.0,22.0
6497,"ANALYTICAL DIAGNOSTIC SOLUTIONS, INC.",5945690.0,9.0,0.0,0.0
6498,"BIOFLUIDICA, INC",5966861.0,12.0,0.0,3.0
6499,"JT PHARMACEUTICALS, INC.",5968042.0,8.0,0.0,27.0
6500,"RIBOSCIENCE, LLC",5969109.0,6.0,0.0,0.0
6501,"BIOPEPTIDES, INC.",5976359.0,15.0,9.0,19.0
6502,"SIMPHOTEK, INC.",5986898.0,10.0,0.0,9.0
6503,PREDICTIVE BIOLOGY,5988060.0,16.0,0.0,1.0
6504,WHITE MOUNTAIN APACHE TRIBE,5988585.0,9.0,0.0,1.0
6505,"POLARIS HEALTH DIRECTIONS, INC.",5990159.0,18.0,0.0,6.0
6506,"ASTELLAS PHARMA GLOBAL DEVELOPMENT, INC.",6000000.0,1.0,0.0,0.0
6507,ORYGEN YOUTH HEALTH RESEARCH CENTRE,6003078.0,5.0,0.0,2.0
6508,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,6006154.0,16.0,10.0,0.0
6509,"ZETROZ SYSTEMS, LLC",6008339.0,9.0,0.0,2.0
6510,ROGER WILLIAMS HOSPITAL,6023710.0,14.0,2.0,75.0
6511,BIOMEDWARE,6041981.0,14.0,0.0,21.0
6512,"VIROGENOMICS BIODEVELOPMENT, INC.",6058677.0,11.0,0.0,17.0
6513,U.S. WALTER REED ARMY INST OF RESEARCH,6059498.0,6.0,0.0,0.0
6514,SOUTH CAROLINA STATE UNIVERSITY,6059638.0,9.0,0.0,6.0
6515,LONG ISLAND UNIVERSITY BROOKLYN CAMPUS,6061018.0,22.0,0.0,18.0
6516,"INTER TRIBAL COUNCIL OF ARIZONA, INC.",6063224.0,9.0,0.0,1.0
6517,"SENTIEN BIOTECHNOLOGIES, INC.",6071126.0,9.0,0.0,5.0
6518,"EMOCHA MOBILE HEALTH, INC.",6072274.0,13.0,0.0,6.0
6519,UNIVERSITY OF WESTERN ONTARIO,6085602.0,12.0,0.0,88.0
6520,"LIPELLA PHARMACEUTICALS, INC.",6094239.0,14.0,0.0,12.0
6521,"SHARKLET TECHNOLOGIES,  INC.",6097845.0,11.0,0.0,3.0
6522,"BIOFIRE DIAGNOSTICS, INC.",6098049.0,6.0,0.0,9.0
6523,"BIOAXONE BIOSCIENCES, INC.",6099702.0,10.0,0.0,6.0
6524,"OPTIMUM THERAPEUTICS, LLC",6100445.0,20.0,0.0,70.0
6525,"MAGNETIC INSIGHT, INC.",6102731.0,11.0,14.0,3.0
6526,FEDERAL UNIVERSITY OF BAHIA,6104805.0,24.0,0.0,187.0
6527,"CELLSIGHT TECHNOLOGIES, INC.",6114659.0,6.0,0.0,1.0
6528,"RAMONA OPTICS, INC.",6123078.0,8.0,8.0,4.0
6529,"PHOTONICARE, INC.",6134035.0,7.0,0.0,1.0
6530,"HEALTH RHYTHMS, INC.",6137268.0,9.0,0.0,0.0
6531,"LYSSN.IO, INC.",6142963.0,11.0,0.0,0.0
6532,"MYOLEX, INC.",6153013.0,10.0,16.0,2.0
6533,MIDDLEBURY COLLEGE,6158208.0,19.0,0.0,39.0
6534,"ALTIS BIOSYSTEMS, INC.",6162523.0,11.0,0.0,1.0
6535,"IMMUNOGENICS, LLC",6168244.0,10.0,0.0,2.0
6536,"KNOPP BIOSCIENCES, LLC",6169632.0,8.0,9.0,0.0
6537,REED COLLEGE,6183819.0,19.0,0.0,26.0
6538,"ADVANCED CHEMOTHERAPY TECHNOLOGIES, INC.",6184629.0,6.0,0.0,0.0
6539,BIOMEDICAL RESEARCH INSTITUTE OF NEW MEX,6186899.0,10.0,0.0,35.0
6540,MONTCLAIR STATE UNIVERSITY,6187119.0,20.0,0.0,5.0
6541,"ARUNA BIOMEDICAL, INC.",6187415.0,8.0,0.0,6.0
6542,"LEIDOS, INC.",6188870.0,3.0,0.0,0.0
6543,"DIMAGI, INC.",6192515.0,15.0,0.0,0.0
6544,"VASOPTIC MEDICAL, INC.",6195215.0,13.0,0.0,3.0
6545,"INNOVATION PATHWAYS, LLC",6199247.0,6.0,0.0,0.0
6546,EXPRESSION THERAPEUTICS,6204490.0,12.0,0.0,21.0
6547,"CAIRNSURGICAL, INC.",6217180.0,7.0,0.0,3.0
6548,MYELO THERAPEUTICS GMBH,6218530.0,3.0,0.0,0.0
6549,"CLAREMONT BIOSOLUTIONS, LLC",6221154.0,9.0,0.0,1.0
6550,ICELANDIC HEART ASSOCIATION,6221880.0,8.0,0.0,0.0
6551,"LEAFLABS, LLC",6229605.0,10.0,0.0,6.0
6552,"ZATA PHARMACEUTICALS, INC.",6231294.0,9.0,0.0,2.0
6553,"ELECTRICAL GEODESICS, INC.",6241071.0,13.0,0.0,14.0
6554,"ADVANTAGENE, INC",6247833.0,8.0,0.0,2.0
6555,INIMMUNE CORPORATION,6256173.0,8.0,2.0,0.0
6556,BOYCE THOMPSON INST FOR PLANT RESEARCH,6256472.0,18.0,23.0,112.0
6557,"NEW ENGLAND BIOLABS, INC.",6257955.0,17.0,12.0,51.0
6558,"GLYCOBIA, INC.",6262838.0,11.0,0.0,9.0
6559,"CARTESIAN THERAPEUTICS, INC.",6263943.0,7.0,0.0,0.0
6560,HEALTH DECISIONS INC,6268708.0,3.0,0.0,0.0
6561,AMERICAN FEDERATION FOR AGING RESEARCH,6269683.0,17.0,0.0,14.0
6562,TEXAS AGRILIFE RESEARCH,6270226.0,27.0,0.0,256.0
6563,"CHRONO THERAPEUTICS, INC.",6281540.0,8.0,0.0,1.0
6564,"ENERGESIS PHARMACEUTICALS, INC.",6286088.0,9.0,1.0,0.0
6565,NATIONAL HEALTH PROMOTION ASSOCIATES,6292316.0,19.0,0.0,1.0
6566,"NEURO DEVICES, INC.",6301844.0,9.0,0.0,1.0
6567,UNIVERSITY OF MINNESOTA DULUTH,6317879.0,17.0,0.0,34.0
6568,"ADYNXX, INC.",6319604.0,3.0,0.0,0.0
6569,"BIOFIRE DEFENSE, LLC.",6337048.0,2.0,7.0,0.0
6570,"ENDOMIMETICS, LLC",6338266.0,9.0,0.0,17.0
6571,"CAIRN BIOSCIENCES, INC.",6340055.0,9.0,0.0,0.0
6572,"GEN-9, INC.",6340938.0,9.0,0.0,0.0
6573,ADVANCED LIQUID LOGIC,6343569.0,11.0,200.0,11.0
6574,"ALTRAVAX, INC.",6347288.0,15.0,0.0,0.0
6575,"CELL PRESERVATION SERVICES, INC.",6348281.0,18.0,0.0,8.0
6576,"UNANDUP, LLC",6360489.0,17.0,0.0,0.0
6577,"INTRALYTIX, INC.",6361700.0,5.0,0.0,0.0
6578,"COLORADO RESEARCH PARTNERS, LLC",6400046.0,8.0,0.0,2.0
6579,"PULMOKINE, INC.",6421992.0,10.0,4.0,1.0
6580,GEORGIA SOUTHERN UNIVERSITY,6431140.0,16.0,0.0,29.0
6581,"NEUROCOG TRIALS, INC.",6434346.0,11.0,0.0,9.0
6582,"BACKYARD BRAINS, INC.",6442399.0,11.0,0.0,16.0
6583,"IONWERKS, INC.",6445304.0,8.0,2.0,8.0
6584,"ARSERVICES, LTD",6445772.0,10.0,0.0,0.0
